Timestamp_s,RED,IR
56.3366,58271,58811
56.3575,58271,58801
56.3767,58282,58839
56.3991,58311,58867
56.4203,58330,58902
56.4521,58348,58924
56.4614,58348,58982
56.489,58370,58992
56.5028,58379,59013
56.5401,58386,59051
56.5522,58405,59081
56.5762,58443,59110
56.5951,58451,59150
56.6145,58441,59202
56.6413,58488,59209
56.6654,58491,59264
56.6783,58498,59271
56.7059,58455,59234
56.7183,58377,59114
56.7576,58271,58905
56.7666,58133,58726
56.794,58036,58502
56.8176,58032,58505
56.8366,58036,58552
56.861,58061,58554
56.8786,58123,58569
56.9121,58078,58576
56.9259,58100,58592
56.9478,58112,58619
56.9676,58137,58588
56.9991,58163,58560
57.0101,58114,58551
57.0394,58101,58536
57.0445,58153,58556
57.086,58118,58570
57.1008,58146,58606
57.1274,58221,58615
57.1421,58206,58649
57.1808,58213,58689
57.1902,58285,58756
57.216,58226,58759
57.2337,58278,58828
57.2715,58346,58856
57.2735,58320,58836
57.3023,58316,58913
57.3082,58334,58893
57.3499,58359,58906
57.3659,58381,58942
57.3853,58379,58958
57.4051,58387,58999
57.4411,58426,59029
57.4471,58420,59054
57.4791,58484,59096
57.4984,58472,59141
57.5304,58485,59165
57.5374,58501,59176
57.5675,58514,59195
57.5725,58515,59233
57.6143,58536,59243
57.6303,58569,59294
57.6563,58560,59311
57.6768,58593,59351
57.6958,58573,59326
57.723,58483,59203
57.7462,58345,58970
57.7662,58224,58782
57.7805,58173,58639
57.8019,58121,58558
57.8383,58138,58537
57.8499,58144,58566
57.872,58164,58588
57.8992,58205,58613
57.919,58210,58623
57.9407,58252,58644
57.9628,58223,58627
57.9978,58216,58632
58.007,58225,58589
58.0308,58239,58556
58.0466,58231,58543
58.0659,58237,58565
58.0937,58242,58565
58.1134,58271,58613
58.1352,58293,58636
58.1551,58346,58711
58.1931,58387,58739
58.1987,58382,58779
58.2277,58393,58816
58.2475,58411,58842
58.2732,58436,58859
58.3004,58429,58882
58.3179,58472,58871
58.3447,58478,58881
58.3567,58510,58907
58.3805,58510,58971
58.3984,58534,59011
58.4263,58539,59048
58.4421,58565,59056
58.4676,58587,59072
58.4892,58609,59106
58.5098,58603,59162
58.5375,58623,59168
58.5588,58646,59202
58.5786,58671,59219
58.5925,58688,59273
58.6336,58722,59290
58.6346,58759,59331
58.6742,58721,59357
58.6897,58725,59351
58.7128,58628,59229
58.7249,58489,59027
58.7556,58377,58857
58.774,58317,58646
58.8008,58271,58559
58.8081,58274,58548
58.8401,58360,58665
58.8642,58352,58647
58.8912,58385,58691
58.906,58407,58703
58.9258,58417,58736
58.9619,58415,58720
58.9679,58405,58725
58.9985,58388,58681
59.0169,58387,58665
59.0382,58375,58610
59.0648,58419,58649
59.0856,58395,58653
59.1006,58450,58704
59.1202,58489,58719
59.1515,58484,58759
59.1784,58531,58795
59.192,58556,58842
59.2116,58571,58866
59.2393,58583,58923
59.2591,58615,58925
59.2811,58637,58953
59.305,58655,58987
59.3152,58645,59002
59.3498,58672,59008
59.3714,58685,59023
59.3911,58679,59047
59.412,58705,59093
59.4361,58723,59090
59.4627,58723,59135
59.4814,58733,59159
59.5001,58766,59205
59.5323,58805,59234
59.5443,58815,59296
59.5673,58833,59326
59.5789,58828,59335
59.6143,58788,59260
59.6342,58671,59062
59.6572,58549,58841
59.6773,58422,58676
59.6971,58391,58585
59.7257,58362,58559
59.7436,58427,58587
59.7666,58456,58651
59.7737,58475,58695
59.8083,58516,58714
59.8312,58534,58775
59.8595,58548,58762
59.8705,58539,58751
59.8963,58512,58720
59.9218,58513,58699
59.9423,58494,58664
59.9633,58502,58654
59.9824,58504,58691
60.01,58541,58717
60.0299,58565,58759
60.0517,58591,58807
60.072,58609,58832
60.0935,58661,58883
60.121,58655,58925
60.1439,58683,58950
60.1571,58708,58988
60.1768,58700,58998
60.209,58721,59030
60.2285,58744,59064
60.2464,58734,59071
60.2664,58762,59078
60.2995,58795,59103
60.3081,58770,59127
60.339,58787,59156
60.3431,58831,59184
60.3827,58817,59213
60.4075,58825,59235
60.427,58852,59266
60.4478,58875,59356
60.4768,58888,59364
60.489,58908,59382
60.5115,58944,59419
60.5379,58879,59384
60.552,58770,59179
60.5796,58605,58950
60.602,58521,58761
60.614,58485,58605
60.6487,58456,58580
60.67,58459,58635
60.6909,58523,58662
60.7035,58546,58698
60.7382,58570,58735
60.7562,58573,58745
60.7745,58536,58759
60.8018,58571,58759
60.8197,58554,58711
60.8505,58507,58685
60.8636,58538,58677
60.8906,58562,58659
60.906,58558,58685
60.9257,58576,58724
60.9577,58574,58798
60.9677,58651,58815
60.9978,58628,58856
61.0177,58645,58884
61.0438,58696,58891
61.0657,58697,58948
61.0796,58719,58954
61.1071,58725,58956
61.1283,58753,59051
61.149,58768,59031
61.1766,58757,59081
61.195,58770,59094
61.2115,58788,59111
61.2505,58792,59128
61.2525,58815,59172
61.2871,58825,59194
61.303,58828,59219
61.3226,58857,59275
61.3586,58875,59286
61.3706,58897,59312
61.3952,58921,59379
61.4144,58911,59369
61.434,58948,59409
61.4614,58935,59440
61.4756,58892,59387
61.5031,58787,59204
61.5241,58661,59005
61.5576,58552,58794
61.5715,58446,58562
61.5929,58454,58599
61.6141,58472,58645
61.634,58516,58671
61.6618,58539,58700
61.6757,58573,58733
61.7027,58572,58782
61.7244,58587,58783
61.7395,58591,58788
61.7671,58576,58766
61.7868,58537,58681
61.8086,58536,58692
61.8288,58534,58671
61.8604,58577,58706
61.8705,58578,58727
61.9005,58587,58759
61.9061,58609,58814
61.9467,58653,58831
61.9627,58653,58870
61.9914,58676,58913
62.003,58734,58976
62.0376,58720,58979
62.0503,58733,59014
62.0781,58737,59024
62.1002,58753,59041
62.1144,58754,59043
62.142,58774,59077
62.1697,58773,59101
62.1856,58799,59124
62.2044,58812,59110
62.2324,58820,59158
62.2526,58858,59196
62.2729,58841,59235
62.2938,58866,59272
62.3288,58876,59312
62.3288,58893,59327
62.3626,58902,59351
62.3861,58850,59253
62.4049,58727,59082
62.4418,58603,58868
62.4577,58490,58693
62.4771,58448,58544
62.4975,58439,58581
62.517,58497,58638
62.5359,58524,58672
62.5714,58520,58702
62.5788,58564,58738
62.6065,58590,58780
62.6233,58593,58803
62.642,58587,58790
62.6732,58594,58745
62.693,58522,58692
62.7113,58486,58659
62.7312,58547,58676
62.7535,58557,58719
62.7807,58587,58722
62.8088,58580,58758
62.8148,58610,58817
62.8439,58631,58892
62.8715,58667,58895
62.8892,58668,58920
62.9123,58675,58946
62.9352,58696,58963
62.9683,58689,59026
62.9762,58709,59050
63.002,58723,59029
63.0163,58739,59040
63.0379,58730,59059
63.0656,58745,59075
63.0864,58752,59101
63.1071,58767,59127
63.127,58774,59155
63.1518,58818,59179
63.1765,58826,59210
63.2034,58809,59188
63.2111,58672,59053
63.2394,58535,58818
63.2669,58425,58625
63.2871,58348,58488
63.3085,58326,58449
63.3226,58327,58424
63.363,58347,58482
63.3704,58416,58523
63.3952,58438,58557
63.4139,58439,58582
63.4336,58459,58585
63.4613,58455,58617
63.4811,58432,58583
63.5045,58408,58556
63.5228,58379,58545
63.5518,58381,58521
63.5794,58381,58511
63.5922,58399,58537
63.6141,58437,58576
63.6452,58472,58633
63.6483,58474,58673
63.6838,58524,58705
63.6898,58528,58733
63.7239,58540,58757
63.7475,58568,58772
63.776,58556,58783
63.7871,58561,58790
63.8113,58570,58830
63.8384,58576,58845
63.8573,58577,58873
63.8823,58589,58888
63.8987,58627,58903
63.9189,58620,58940
63.9547,58639,58956
63.9671,58633,58972
63.9953,58639,58991
64.01,58683,59038
64.0298,58675,59067
64.0657,58685,59096
64.0717,58617,59029
64.1024,58497,58779
64.107,58334,58561
64.1483,58224,58362
64.164,58180,58250
64.1906,58160,58186
64.2048,58175,58218
64.2251,58195,58239
64.2529,58223,58288
64.2727,58240,58309
64.3006,58220,58287
64.3144,58227,58350
64.3515,58241,58317
64.3565,58232,58315
64.3862,58225,58288
64.4071,58191,58266
64.4292,58186,58254
64.4664,58201,58266
64.4785,58266,58302
64.4962,58273,58318
64.5163,58302,58412
64.5383,58338,58436
64.56,58373,58475
64.5793,58387,58487
64.6048,58362,58540
64.6301,58401,58556
64.6411,58370,58564
64.6688,58345,58599
64.6977,58403,58566
64.7183,58432,58628
64.74,58397,58684
64.7529,58425,58668
64.7939,58475,58721
64.7939,58487,58748
64.8286,58500,58749
64.8448,58481,58773
64.8639,58502,58834
64.8917,58523,58818
64.9196,58548,58818
64.9336,58569,58892
64.9533,58558,58910
64.9893,58373,58607
64.9953,58260,58440
65.025,58131,58229
65.0437,58058,58099
65.0653,58054,58063
65.0944,58048,58077
65.1156,58086,58130
65.1351,58110,58143
65.1532,58114,58184
65.1848,58119,58180
65.1967,58151,58200
65.2228,58130,58208
65.2407,58149,58174
65.2603,58128,58163
65.2867,58119,58151
65.3166,58107,58120
65.3216,58112,58158
65.3514,58134,58171
65.3769,58165,58226
65.4063,58206,58272
65.4124,58253,58315
65.4406,58257,58368
65.4672,58286,58386
65.4814,58272,58405
65.51,58308,58429
65.5227,58300,58449
65.5446,58298,58468
65.5723,58321,58479
65.5925,58330,58504
65.6139,58323,58504
65.6338,58344,58543
65.6709,58316,58525
65.6834,58362,58572
65.7033,58378,58601
65.7251,58369,58622
65.7449,58409,58672
65.7779,58448,58705
65.7869,58426,58738
65.8145,58424,58725
65.8374,58347,58632
65.8571,58229,58420
65.8851,58002,58061
65.9079,57964,58000
65.9264,57960,57975
65.9475,57989,58014
65.9843,58040,58068
65.9883,58053,58099
66.0162,58097,58151
66.0305,58132,58199
66.0504,58148,58200
66.0851,58147,58249
66.0925,58092,58189
66.1255,58075,58150
66.134,58068,58138
66.169,58091,58145
66.1893,58107,58142
66.2124,58150,58178
66.2247,58167,58231
66.2618,58154,58271
66.275,58192,58296
66.3076,58246,58338
66.3148,58211,58377
66.3435,58244,58411
66.3651,58227,58427
66.3952,58248,58483
66.4122,58247,58489
66.4311,58306,58495
66.4568,58309,58497
66.481,58305,58536
66.5078,58311,58543
66.5261,58314,58592
66.5411,58336,58612
66.5735,58364,58678
66.5873,58359,58683
66.6081,58415,58750
66.6291,58415,58735
66.6528,58393,58746
66.6765,58338,58625
66.6903,58174,58409
66.7322,58069,58172
66.7382,57913,57959
66.763,57840,57832
66.7733,57872,57817
66.8076,57883,57846
66.8152,57888,57919
66.8477,57908,57895
66.878,57904,57896
66.8917,57936,57950
66.9266,57936,57943
66.9375,57941,57939
66.9542,57915,57933
66.975,57935,57918
67.0194,57914,57879
67.0235,57918,57886
67.0551,57941,57937
67.0733,57972,57977
67.0861,57989,58015
67.1104,58034,58076
67.1517,58045,58110
67.1575,58082,58152
67.1785,58083,58161
67.2063,58097,58210
67.2222,58131,58232
67.2393,58142,58275
67.28,58137,58287
67.28,58150,58320
67.3156,58167,58324
67.3216,58183,58367
67.3538,58201,58386
67.3877,58206,58426
67.398,58213,58426
67.4278,58217,58442
67.4435,58244,58489
67.4678,58289,58554
67.4847,58298,58579
67.5234,58335,58610
67.5234,58342,58647
67.5547,58351,58654
67.5646,58321,58609
67.5962,58173,58422
67.617,58003,58187
67.6544,57884,57980
67.6554,57822,57846
67.69,57799,57790
67.706,57872,57822
67.7251,57909,57896
67.7486,57902,57923
67.7758,57938,57969
67.8027,57952,58009
67.8408,57984,58048
67.8479,57958,58033
67.8705,57953,58034
67.8855,57943,57997
67.9097,57919,57959
67.9337,57944,57952
67.9612,57949,57967
67.9708,57962,57999
67.9901,58001,58049
68.0304,58007,58102
68.0304,58054,58153
68.0596,58052,58191
68.0874,58099,58232
68.1001,58112,58244
68.1207,58112,58258
68.1638,58152,58291
68.1693,58125,58317
68.1969,58136,58303
68.2111,58151,58349
68.2333,58138,58392
68.2609,58186,58378
68.2729,58174,58408
68.304,58177,58424
68.3238,58240,58466
68.3569,58240,58507
68.365,58256,58548
68.3959,58321,58574
68.411,58234,58523
68.4319,58082,58326
68.4552,57987,58071
68.4748,57834,57910
68.4951,57810,57776
68.5167,57784,57774
68.5595,57841,57798
68.5737,57883,57858
68.592,57886,57880
68.618,57920,58000
68.6328,57967,58049
68.6546,57962,58026
68.6744,57963,58033
68.7033,57942,58021
68.712,57952,57941
68.7421,57920,57919
68.7521,57927,57949
68.7869,57936,57986
68.8082,57963,58000
68.8286,58012,58110
68.8499,58031,58138
68.8841,58069,58194
68.8841,58116,58235
68.9178,58098,58258
68.9404,58123,58282
68.9603,58136,58317
68.99,58155,58316
69.012,58152,58352
69.0305,58197,58366
69.0472,58166,58403
69.0793,58201,58433
69.0918,58215,58470
69.1138,58236,58493
69.1338,58258,58540
69.1754,58289,58553
69.1754,58283,58584
69.2042,58294,58623
69.2239,58316,58658
69.2459,58350,58703
69.2827,58331,58724
69.2867,58193,58467
69.3244,58016,58233
69.3284,57860,58005
69.3558,57782,57854
69.3848,57753,57795
69.4004,57799,57808
69.4194,57815,57834
69.44,57846,57873
69.4782,57851,57888
69.4881,57875,57910
69.5129,57916,57978
69.5318,57874,57986
69.5513,57902,57992
69.5789,57886,57972
69.608,57869,57967
69.6131,57884,57948
69.6409,57895,57953
69.664,57900,57987
69.6903,57922,58002
69.713,57959,58052
69.7308,57998,58101
69.7517,58026,58176
69.7793,58068,58243
69.8024,58085,58277
69.821,58106,58319
69.8283,58106,58331
69.869,58142,58358
69.8775,58124,58395
69.91,58150,58421
69.9192,58175,58440
69.9535,58183,58464
69.9748,58218,58511
69.9946,58230,58578
70.0161,58241,58610
70.0466,58287,58641
70.0641,58285,58683
70.0849,58289,58714
70.1066,58307,58765
70.1206,58332,58808
70.1485,58380,58793
70.1682,58371,58930
70.19,58422,58899
70.2135,58272,58741
70.2377,58138,58559
70.2585,58044,58324
70.2825,57895,58126
70.2935,57848,58024
70.3285,57895,58064
70.3498,57873,58075
70.368,57905,58083
70.3847,57955,58107
70.4185,57978,58192
70.4259,58034,58255
70.4593,58028,58268
70.4763,58012,58278
70.5117,57992,58227
70.5203,58002,58209
70.5476,57977,58248
70.5506,57978,58202
70.5924,58000,58240
70.6142,58024,58244
70.6351,58053,58324
70.6553,58116,58401
70.6779,58147,58456
70.7141,58165,58509
70.7262,58197,58531
70.7486,58206,58585
70.7653,58230,58617
70.7873,58250,58656
70.8071,58263,58670
70.8349,58264,58717
70.8557,58287,58710
70.8765,58308,58763
70.8982,58316,58793
70.9203,58362,58824
70.946,58374,58880
70.9678,58391,58888
70.9816,58389,58920
71.0015,58408,58971
71.0336,58430,59006
71.0436,58472,59059
71.0736,58483,59092
71.0931,58506,59123
71.127,58392,58947
71.127,58248,58784
71.1599,58158,58600
71.169,58081,58464
71.2151,58029,58402
71.2317,58027,58396
71.2455,58069,58405
71.2654,58094,58469
71.3055,58132,58543
71.3151,58161,58564
71.338,58219,58664
71.3566,58232,58673
71.3967,58232,58679
71.4038,58224,58628
71.4305,58194,58620
71.4325,58169,58597
71.4667,58147,58585
71.4955,58187,58621
71.5153,58219,58644
71.5372,58243,58706
71.551,58314,58809
71.5791,58295,58835
71.5987,58351,58873
71.6207,58376,58924
71.6407,58388,58942
71.6791,58428,58996
71.6827,58440,59022
71.7157,58450,59044
71.7335,58492,59053
71.7524,58465,59093
71.7865,58467,59112
71.7865,58470,59163
71.8238,58505,59196
71.8428,58575,59208
71.8638,58542,59245
71.8936,58591,59308
71.9047,58617,59318
71.9337,58609,59349
71.9537,58610,59391
71.9738,58600,59340
71.9956,58445,59118
72.0154,58202,58695
72.0443,58117,58588
72.057,58112,58566
72.0961,58105,58521
72.0991,58145,58573
72.1308,58151,58664
72.1551,58237,58661
72.1691,58233,58706
72.1968,58264,58733
72.226,58282,58747
72.2309,58271,58730
72.2597,58192,58737
72.2872,58252,58690
72.3113,58234,58648
72.3217,58247,58656
72.3418,58279,58757
72.3787,58297,58773
72.3907,58312,58798
72.4144,58349,58849
72.4262,58381,58899
72.4602,58407,58933
72.4816,58414,58988
72.5014,58433,59035
72.5233,58483,59060
72.5525,58486,59092
72.5721,58503,59124
72.5949,58512,59147
72.606,58521,59143
72.6409,58538,59183
72.6568,58550,59201
72.6759,58584,59229
72.6959,58589,59274
72.7177,58603,59327
72.7455,58625,59349
72.7675,58663,59401
72.7796,58662,59429
72.8163,58708,59447
72.8359,58669,59409
72.8719,58547,59270
72.8855,58412,59035
72.8975,58280,58854
72.9185,58174,58628
72.9389,58144,58603
72.9607,58177,58608
72.9957,58229,58665
73.0085,58235,58707
73.0301,58258,58719
73.05,58301,58781
73.0719,58335,58815
73.0916,58349,58824
73.1207,58334,58810
73.1411,58298,58779
73.1616,58278,58716
73.1957,58274,58738
73.2032,58280,58756
73.2293,58315,58783
73.2514,58335,58805
73.2664,58373,58854
73.294,58400,58919
73.3177,58443,58936
73.3285,58463,58991
73.3592,58490,59013
73.3859,58516,59067
73.4052,58523,59117
73.4306,58554,59125
73.4398,58558,59149
73.4693,58550,59178
73.4954,58569,59218
73.5224,58587,59210
73.5356,58602,59243
73.5569,58629,59270
73.5801,58615,59307
73.6097,58669,59331
73.62,58659,59403
73.6455,58662,59431
73.6706,58717,59476
73.69,58738,59501
73.7097,58715,59472
73.7315,58625,59347
73.7593,58492,59117
73.7791,58359,58937
73.8012,58270,58843
73.8208,58216,58691
73.8579,58242,58663
73.863,58287,58720
73.8935,58331,58773
73.9132,58355,58834
73.9316,58364,58911
73.9392,58423,58897
73.9799,58437,58929
73.9966,58417,58915
74.0179,58412,58875
74.044,58347,58846
74.0718,58318,58737
74.0861,58356,58787
74.1055,58370,58844
74.1445,58373,58842
74.1475,58406,58890
74.1762,58445,58978
74.1983,58466,58999
74.2176,58486,59011
74.245,58504,59046
74.2662,58515,59073
74.2861,58570,59133
74.3002,58529,59129
74.3339,58551,59141
74.3424,58565,59170
74.3767,58582,59208
74.3925,58598,59190
74.4129,58626,59229
74.433,58632,59271
74.461,58633,59300
74.4815,58640,59313
74.5033,58647,59308
74.5384,58411,58930
74.5461,58293,58761
74.5731,58195,58608
74.5937,58167,58516
74.6136,58164,58491
74.6477,58184,58510
74.6477,58212,58550
74.6872,58252,58611
74.7028,58275,58630
74.7236,58314,58673
74.7486,58338,58718
74.759,58323,58692
74.7927,58326,58645
74.8077,58290,58631
74.8578,58270,58600
74.8638,58267,58595
74.8801,58297,58622
74.9023,58297,58633
74.9294,58342,58684
74.9468,58369,58745
74.9613,58437,58818
75.005,58407,58869
75.009,58453,58900
75.0338,58462,58937
75.0561,58470,58932
75.0719,58491,58956
75.0999,58519,58974
75.1193,58507,59000
75.1412,58535,59010
75.1666,58529,59024
75.1967,58548,59035
75.2138,58521,59070
75.2245,58573,59154
75.2529,58600,59149
75.259,58600,59180
75.2973,58620,59174
75.3289,58563,59101
75.3419,58423,58908
75.357,58283,58652
75.3895,58159,58457
75.3974,58095,58326
75.4302,58081,58263
75.4479,58111,58325
75.4869,58138,58355
75.488,58165,58386
75.5189,58188,58408
75.539,58220,58439
75.5578,58236,58476
75.5855,58238,58450
75.6054,58191,58468
75.6212,58218,58401
75.6471,58220,58351
75.6692,58203,58395
75.6912,58257,58438
75.7171,58249,58422
75.7308,58349,58488
75.7654,58296,58536
75.7724,58321,58587
75.8041,58368,58620
75.8194,58371,58645
75.8455,58391,58736
75.8558,58422,58710
75.8925,58415,58697
75.9175,58433,58786
75.933,58455,58816
75.9588,58484,58816
75.9831,58493,58815
76.0021,58491,58813
76.0197,58518,58879
76.051,58510,58928
76.0637,58544,58938
76.0857,58559,58975
76.1054,58580,59016
76.1424,58569,59006
76.1474,58467,58858
76.1772,58352,58649
76.1822,58209,58418
76.2244,58167,58282
76.2454,58090,58193
76.2585,58105,58187
76.2801,58139,58254
76.3155,58189,58291
76.3279,58230,58375
76.3547,58247,58430
76.3625,58271,58445
76.3974,58295,58450
76.4205,58265,58441
76.4414,58261,58370
76.4463,58238,58345
76.4878,58237,58350
76.5092,58225,58358
76.5281,58261,58383
76.5507,58272,58405
76.5849,58322,58478
76.5932,58364,58547
76.6133,58378,58569
76.6331,58400,58604
76.655,58412,58638
76.6887,58437,58663
76.7106,58432,58657
76.7304,58445,58679
76.7453,58466,58699
76.7803,58445,58702
76.7863,58468,58720
76.817,58481,58770
76.8375,58511,58814
76.8563,58526,58848
76.8842,58555,58868
76.904,58571,58878
76.9259,58558,58869
76.9454,58460,58727
76.9739,58328,58509
76.9953,58200,58310
77.0151,58106,58114
77.0508,58103,58106
77.0589,58146,58149
77.0787,58174,58212
77.099,58203,58255
77.1285,58231,58269
77.1405,58271,58326
77.1691,58279,58363
77.1893,58304,58361
77.2099,58264,58322
77.2314,58249,58302
77.2592,58233,58250
77.2771,58223,58289
77.2998,58246,58311
77.3152,58281,58328
77.3425,58313,58367
77.3623,58328,58461
77.3843,58410,58465
77.4044,58372,58512
77.4275,58393,58552
77.4536,58443,58556
77.4803,58445,58603
77.4876,58473,58624
77.5168,58477,58670
77.5431,58492,58671
77.5637,58520,58673
77.5854,58514,58703
77.6053,58508,58742
77.6276,58502,58770
77.6539,58519,58792
77.6791,58572,58819
77.6898,58589,58885
77.7165,58598,58905
77.7516,58616,58973
77.7576,58634,58975
77.7866,58611,58938
77.8076,58518,58807
77.8227,58350,58559
77.8484,58207,58306
77.8693,58105,58122
77.8909,58077,58025
77.9112,58083,58032
77.9469,58150,58109
77.9529,58155,58130
77.9826,58190,58189
78.0034,58226,58204
78.024,58211,58243
78.0428,58217,58220
78.0752,58214,58232
78.0897,58203,58186
78.1123,58195,58192
78.1357,58211,58145
78.1609,58217,58197
78.1747,58240,58249
78.1968,58253,58271
78.2243,58293,58330
78.2445,58308,58392
78.2662,58356,58421
78.2874,58364,58460
78.3136,58399,58485
78.3275,58408,58503
78.3553,58412,58513
78.3691,58424,58583
78.4038,58467,58591
78.4111,58451,58610
78.4445,58479,58648
78.4604,58482,58680
78.4964,58494,58707
78.5075,58511,58730
78.5325,58545,58757
78.5365,58548,58785
78.5781,58572,58811
78.5994,58603,58837
78.6191,58642,58909
78.64,58645,58936
78.6752,58655,58976
78.6752,58656,59009
78.7098,58668,59014
78.7307,58574,58908
78.7452,58428,58652
78.7788,58293,58405
78.8008,58189,58230
78.8152,58143,58116
78.8347,58156,58154
78.8694,58203,58183
78.8765,58261,58250
78.9045,58261,58287
78.9282,58300,58342
78.9495,58334,58388
78.9897,58313,58396
79.0033,58300,58383
79.0189,58295,58328
79.0368,58286,58295
79.0577,58257,58260
79.0774,58287,58276
79.1094,58286,58325
79.1358,58316,58359
79.149,58395,58397
79.1619,58411,58468
79.1978,58419,58501
79.2028,58480,58542
79.2355,58460,58550
79.255,58460,58580
79.2932,58488,58585
79.2932,58537,58639
79.3238,58469,58680
79.3441,58509,58694
79.3643,58527,58726
79.3899,58551,58738
79.4048,58552,58765
79.4326,58572,58783
79.4536,58573,58826
79.4744,58621,58822
79.494,58611,58877
79.5241,58651,58946
79.5366,58671,58981
79.5746,58685,59004
79.5774,58644,58941
79.6099,58505,58742
79.6291,58358,58490
79.6671,58253,58277
79.6681,58183,58148
79.6987,58167,58117
79.7185,58178,58160
79.7382,58255,58231
79.7723,58297,58282
79.7866,58316,58313
79.8078,58331,58358
79.8284,58359,58365
79.8488,58335,58365
79.8813,58329,58363
79.8908,58304,58338
79.918,58279,58324
79.9385,58303,58314
79.9594,58291,58319
79.9883,58369,58405
80.0088,58386,58431
80.0289,58423,58492
80.0427,58442,58532
80.0647,58471,58583
80.0982,58488,58626
80.1121,58509,58664
80.1339,58504,58662
80.1538,58524,58690
80.1756,58524,58732
80.2033,58533,58773
80.2314,58552,58770
80.2374,58591,58797
80.2675,58593,58840
80.2938,58620,58870
80.3207,58631,58901
80.3343,58638,58932
80.3551,58655,58955
80.3838,58672,58968
80.408,58690,59033
80.418,58715,59075
80.4432,58767,59122
80.4733,58752,59156
80.4951,58772,59148
80.509,58713,59108
80.5292,58605,58902
80.5597,58423,58639
80.5708,58289,58420
80.5994,58200,58281
80.6191,58193,58234
80.6545,58218,58260
80.6678,58297,58371
80.6886,58340,58391
80.7034,58351,58444
80.7267,58386,58457
80.7542,58391,58496
80.7816,58351,58491
80.7937,58358,58484
80.8146,58362,58444
80.8347,58303,58432
80.8624,58358,58431
80.8846,58591,58797
80.9045,58377,58453
80.9407,58424,58517
80.9507,58424,58565
80.9795,58465,58664
80.997,58500,58644
81.0218,58501,58686
81.037,58516,58717
81.0587,58594,58788
81.0774,58583,58790
81.1123,58585,58828
81.1274,58646,58853
81.1469,58596,58832
81.1825,58603,58882
81.1832,58595,58921
81.2174,58661,58943
81.2371,58617,58974
81.252,58710,58999
81.2919,58690,59049
81.2999,58717,59029
81.3261,58709,59126
81.3427,58763,59161
81.3759,58788,59201
81.3898,58792,59241
81.4123,58802,59238
81.4358,58770,59204
81.4457,58638,58991
81.4785,58498,58778
81.5025,58364,58550
81.5218,58292,58413
81.5426,58270,58362
81.5715,58424,58517
81.5921,58370,58485
81.6124,58404,58555
81.628,58441,58593
81.6606,58494,58650
81.6679,58508,58672
81.701,58510,58665
81.7188,58481,58645
81.7509,58458,58602
81.7665,58415,58564
81.7867,58408,58506
81.8065,58413,58568
81.8284,58427,58600
81.856,58482,58653
81.8801,58508,58710
81.8933,58533,58763
81.9177,58555,58805
81.9462,58591,58841
81.9607,58600,58869
81.9804,58621,58905
82.0021,58643,58937
82.0298,58639,59002
82.057,58674,58996
82.0641,58674,59037
82.0918,58707,59039
82.1233,58700,59071
82.129,58716,59078
82.1618,58736,59105
82.1678,58741,59152
82.2096,58764,59172
82.2255,58792,59209
82.2509,58404,58555
82.2648,58753,59179
82.2995,58573,58982
82.3068,58433,58713
82.3414,58319,58484
82.3559,58265,58382
82.3838,58225,58337
82.4037,58273,58344
82.4257,58310,58412
82.4453,58356,58457
82.4679,58392,58534
82.4962,58389,58618
82.5177,58427,58614
82.5356,58426,58603
82.551,58426,58614
82.5842,58395,58575
82.598,58373,58537
82.6198,58364,58486
82.6401,58343,58538
82.6754,58383,58558
82.6893,58411,58588
82.7115,58453,58668
82.7309,58534,58768
82.7699,58552,58786
82.7771,58519,58817
82.8001,58590,58850
82.823,58602,58893
82.8353,58645,58926
82.8694,58608,58923
82.8902,58618,58962
82.9106,58633,58960
82.9244,58609,59064
82.965,58620,59024
82.967,58720,59053
83.0016,58678,59098
83.0186,58681,59108
83.0415,58706,59139
83.0745,58742,59176
83.0875,58743,59194
83.1139,58781,59273
83.1304,58816,59303
83.1536,58783,59236
83.1723,58635,59077
83.1985,58475,58785
83.2096,58348,58582
83.2396,58280,58445
83.2512,58252,58406
83.286,58282,58407
83.3078,58312,58468
83.3272,58338,58517
83.3422,58395,58579
83.3758,58406,58591
83.3834,58452,58709
83.417,58444,58699
83.4356,58425,58668
83.4643,58415,58633
83.4734,58394,58594
83.5022,58378,58592
83.5081,58402,58588
83.55,58429,58603
83.5711,58424,58653
83.5923,58463,58679
83.6129,58462,58759
83.6348,58532,58828
83.6617,58579,58882
83.6824,58589,58906
83.7007,58590,58937
83.7172,58602,58960
83.7438,58607,58972
83.7739,58629,58986
83.7859,58632,58999
83.8095,58636,59030
83.8352,58677,59029
83.8632,58683,59090
83.8692,58682,59111
83.8966,58707,59140
83.9199,58717,59156
83.9449,58751,59224
83.9602,58745,59264
83.9814,58779,59287
84.0169,58803,59311
84.0288,58764,59312
84.0567,58674,59137
84.0725,58420,58752
84.0922,58364,58579
84.1326,58302,58525
84.1401,58332,58526
84.1642,58369,58544
84.1884,58396,58601
84.2033,58451,58679
84.223,58446,58747
84.2536,58478,58787
84.265,58534,58842
84.2925,58473,58812
84.3202,58479,58777
84.3422,58450,58729
84.3549,58461,58701
84.3768,58462,58705
84.4116,58461,58721
84.4323,58456,58759
84.4482,58505,58805
84.4671,58509,58816
84.499,58510,58887
84.5086,58613,58940
84.5391,58570,59009
