Timestamp_s,RED,IR
28.1069,58483,58784
28.1159,58448,58566
28.1589,58339,58539
28.1731,58377,58569
28.1927,58404,58567
28.2127,58431,58613
28.2464,58461,58644
28.2623,58491,58656
28.2856,58496,58689
28.2959,58502,58700
28.331,58487,58682
28.3512,58502,58668
28.3781,58480,58631
28.4003,58484,58616
28.4197,58501,58646
28.4399,58540,58671
28.4786,58563,58714
28.4832,58599,58745
28.5039,58653,58795
28.5258,58656,58842
28.546,58665,58859
28.5676,58679,58880
28.5982,58693,58958
28.623,58715,58980
28.6308,58735,59022
28.6511,58712,59040
28.6878,58745,59008
28.7063,58767,59039
28.7309,58765,59065
28.7482,58795,59095
28.7626,58811,59147
28.7956,58834,59176
28.811,58874,59237
28.8386,58792,59150
28.8512,58687,58971
28.8731,58548,58782
28.9009,58465,58621
28.9219,58430,58505
28.9352,58395,58482
28.9624,58421,58500
28.9983,58460,58527
29.0129,58477,58563
29.0352,58499,58608
29.0526,58549,58728
29.0745,58587,58695
29.0942,58577,58672
29.1303,58581,58648
29.1363,58564,58638
29.1659,58594,58637
29.1848,58554,58634
29.2063,58569,58644
29.2398,58579,58679
29.2408,58620,58738
29.2734,58718,58808
29.2825,58681,58868
29.3239,58745,58880
29.3397,58740,58923
29.3651,58759,58954
29.379,58807,59006
29.4009,58812,58995
29.4346,58790,58994
29.4482,58817,59028
29.4702,58812,59056
29.4901,58890,59107
29.512,58853,59136
29.5397,58873,59180
29.5675,58889,59187
29.5814,58916,59230
29.6014,58927,59258
29.6372,58948,59297
29.6432,58980,59319
29.6706,58950,59333
29.6779,58928,59280
29.7126,58797,59097
29.7359,58520,58648
29.763,58468,58502
29.7754,58439,58458
29.796,58462,58428
29.8303,58492,58482
29.8466,58536,58513
29.872,58535,58548
29.8859,58562,58561
29.9209,58568,58611
29.9289,58592,58614
29.959,58594,58579
29.9792,58583,58574
29.998,58582,58584
30.0247,58559,58563
30.032,58586,58568
30.0656,58597,58582
30.0741,58624,58643
30.1105,58635,58674
30.1324,58675,58726
30.1567,58695,58766
30.1775,58779,58857
30.2108,58743,58864
30.2127,58779,58886
30.2452,58791,58906
30.263,58796,58943
30.2827,58821,58947
30.3029,58830,58982
30.3336,58833,59015
30.3445,58852,59028
30.3719,58881,59081
30.395,58875,59102
30.4206,58906,59134
30.442,58928,59176
30.4639,58937,59210
30.4865,58965,59202
30.5108,58995,59260
30.5355,58995,59307
30.5565,59007,59346
30.5733,59048,59358
30.6083,59034,59313
30.6153,58906,59169
30.6391,58632,58734
30.6605,58536,58536
30.6776,58507,58475
30.7065,58504,58479
30.7272,58537,58502
30.7492,58568,58557
30.7759,58579,58573
30.7916,58620,58586
30.8105,58636,58634
30.8382,58652,58647
30.8525,58677,58663
30.8798,58639,58635
30.8997,58627,58612
30.9217,58614,58619
30.9492,58648,58598
30.9633,58634,58591
31.0021,58665,58650
31.0116,58710,58701
31.0409,58709,58740
31.0459,58757,58789
31.077,58723,58788
31.1174,58788,58880
31.1223,58812,58914
31.1501,58825,58895
31.1675,58839,58971
31.186,58846,58936
31.2063,58890,59017
31.234,58915,59023
31.2601,58870,59006
31.269,58891,59026
31.2958,58922,59019
31.3242,58936,59098
31.3521,58944,59131
31.365,58973,59159
31.3799,58979,59223
31.4188,58980,59174
31.4279,59006,59259
31.4483,59012,59267
31.4698,58911,59136
31.5042,58782,58956
31.52,58673,58756
31.5401,58591,58485
31.5636,58541,58468
31.5951,58576,58506
31.6088,58601,58546
31.6297,58645,58591
31.6497,58651,58657
31.6712,58719,58732
31.7118,58715,58772
31.7118,58745,58782
31.7366,58747,58768
31.7532,58722,58739
31.7829,58661,58674
31.8205,58671,58671
31.83,58694,58697
31.8555,58724,58705
31.8626,58723,58769
31.8906,58758,58790
31.9161,58789,58837
31.9354,58787,58876
31.9602,58833,58903
31.983,58846,58933
31.9968,58876,58975
32.0288,58867,59014
32.0392,58877,59040
32.069,58910,59051
32.081,58910,59076
32.1134,58904,59090
32.1313,58914,59104
32.1506,58914,59119
32.1705,58929,59158
32.2075,58965,59188
32.2125,59049,59246
32.2455,59015,59284
32.2629,59034,59304
32.3009,58979,59220
32.3029,58842,59011
32.3345,58654,58758
32.358,58553,58543
32.3728,58457,58410
32.401,58471,58374
32.4283,58464,58386
32.4443,58495,58407
32.4619,58539,58451
32.4996,58581,58530
32.5046,58579,58553
32.5292,58603,58577
32.5388,58615,58553
32.5807,58594,58571
32.5965,58572,58557
32.6159,58543,58516
32.6357,58558,58487
32.6577,58544,58516
32.6853,58577,58564
32.7094,58587,58620
32.7294,58627,58653
32.7519,58678,58687
32.7716,58699,58731
32.7965,58756,58825
32.8294,58743,58812
32.8303,58734,58869
32.8622,58803,58880
32.8841,58776,58907
32.9009,58841,58935
32.9285,58772,58949
32.9478,58835,58972
32.97,58848,59004
32.9903,58814,59029
33.0117,58882,59065
33.0467,58924,59083
33.0592,58873,59093
33.0811,58799,58998
33.1042,58664,58753
33.1152,58510,58551
33.15,58397,58288
33.166,58390,58297
33.1912,58446,58333
33.2051,58459,58353
33.2472,58482,58408
33.2472,58531,58446
33.2749,58547,58473
33.2954,58564,58545
33.3173,58570,58538
33.337,58572,58541
33.366,58531,58486
33.3866,58522,58453
33.4064,58521,58483
33.4343,58552,58508
33.4481,58562,58515
33.476,58595,58580
33.4969,58611,58628
33.5319,58650,58655
33.5319,58672,58711
33.5684,58686,58760
33.5804,58720,58815
33.6075,58718,58847
33.6309,58755,58869
33.6577,58761,58885
33.6707,58788,58925
33.692,58764,58923
33.7259,58786,58946
33.7398,58805,58957
33.7616,58816,59018
33.7831,58828,59031
33.8033,58837,59080
33.8311,58867,59085
33.8513,58845,59062
33.8727,58712,58898
33.8926,58580,58669
33.921,58457,58456
33.9342,58392,58319
33.9618,58370,58276
33.9829,58380,58309
33.9977,58438,58363
34.0314,58462,58400
34.0606,58506,58471
34.0714,58550,58552
34.088,58539,58560
34.1245,58533,58573
34.1335,58530,58536
34.1607,58500,58520
34.1843,58506,58490
34.1992,58506,58464
34.2269,58503,58491
34.2549,58532,58506
34.2655,58550,58586
34.2897,58569,58629
34.3173,58618,58668
34.33,58632,58727
34.3579,58663,58778
34.3797,58675,58799
34.3988,58720,58814
34.4205,58709,58867
34.4454,58750,58874
34.4771,58736,58896
34.4897,58757,58910
34.5047,58744,58919
34.5457,58774,58983
34.5457,58795,59003
34.5793,58787,59021
34.6019,58833,59046
34.6249,58828,59097
34.644,58836,59131
34.6627,58835,59159
34.6922,58802,59083
34.7062,58672,58906
34.7403,58415,58474
34.7536,58383,58375
34.7689,58354,58336
34.8075,58361,58348
34.8096,58388,58381
34.8376,58445,58469
34.8648,58473,58507
34.8798,58516,58579
34.9146,58543,58596
34.9342,58605,58629
34.9495,58531,58599
34.9686,58482,58561
34.9907,58489,58537
35.0185,58473,58537
35.0387,58450,58508
35.0604,58499,58552
35.0801,58501,58612
35.11,58551,58643
35.1221,58560,58690
35.1499,58607,58708
35.1663,58632,58763
35.2003,58634,58808
35.2123,58658,58861
35.2401,58657,58884
35.2614,58656,58900
35.2757,58682,58903
35.3084,58700,58913
35.3306,58689,58939
35.3494,58718,58942
35.3662,58750,58993
35.3988,58750,59017
35.4067,58772,59059
35.4368,58733,59071
35.4484,58658,58946
35.4769,58528,58744
35.499,58383,58519
35.525,58314,58352
35.5393,58276,58291
35.5647,58280,58292
35.5951,58306,58309
35.6157,58325,58372
35.6316,58415,58468
35.6509,58440,58526
35.6905,58447,58551
35.6915,58443,58577
35.7252,58435,58542
35.7406,58395,58513
35.761,58375,58481
35.7906,58368,58456
35.8029,58369,58439
35.8332,58401,58485
35.8445,58434,58523
35.878,58487,58596
35.8994,58487,58653
35.9142,58485,58677
35.9411,58500,58726
35.9562,58535,58786
35.9839,58556,58801
36.0122,58540,58812
36.0182,58565,58806
36.0458,58576,58849
36.0862,58559,58853
36.0942,58578,58886
36.1209,58623,58901
36.1383,58614,58930
36.1574,58636,58954
36.185,58644,58981
36.2105,58668,59018
36.2192,58682,59040
36.2465,58680,59056
36.287,58618,58917
36.2946,58420,58653
36.3219,58177,58219
36.3239,58120,58137
36.358,58094,58135
36.3786,58134,58174
36.4138,58159,58179
36.4138,58192,58229
36.4415,58232,58237
36.4699,58220,58260
36.4897,58257,58323
36.5138,58271,58316
36.5317,58205,58318
36.5699,58195,58245
36.5794,58216,58265
36.6052,58211,58249
36.6296,58206,58293
36.6494,58248,58299
36.6713,58264,58332
36.6923,58268,58398
36.7134,58315,58449
36.7478,58349,58477
36.7737,58341,58514
36.7848,58391,58589
36.7991,58421,58574
36.8353,58390,58616
36.8431,58444,58635
36.8656,58457,58649
36.8793,58446,58675
36.9139,58438,58717
36.9297,58491,58730
36.9512,58469,58762
36.9691,58482,58788
36.9949,58521,58810
37.0077,58548,58845
37.0388,58568,58865
37.0692,58570,58915
37.084,58584,58958
37.1088,58557,58933
37.1298,58455,58763
37.1504,58304,58534
37.17,58160,58271
37.1992,58060,58113
37.2178,58011,58040
37.2436,58067,58056
37.2535,58091,58131
37.2845,58116,58161
37.3035,58135,58219
37.3422,58161,58242
37.3529,58192,58267
37.3716,58185,58272
37.3976,58181,58246
37.418,58161,58224
37.441,58132,58204
37.4549,58136,58202
37.4771,58164,58208
37.5046,58186,58259
37.5263,58211,58288
37.5386,58235,58329
37.5664,58265,58365
37.5881,58283,58431
37.6285,58301,58450
37.6394,58319,58493
37.6563,58354,58516
37.6792,58392,58555
37.6979,58406,58570
37.7201,58408,58591
37.7538,58410,58595
37.7538,58422,58627
37.7929,58435,58657
37.7959,58440,58670
37.8302,58469,58701
37.8678,58464,58716
37.8788,58462,58740
37.9011,58506,58771
37.9071,58566,58869
37.941,58546,58887
37.9715,58544,58901
37.983,58545,58873
38.008,58450,58736
38.0181,58267,58491
38.0504,58168,58267
38.0751,58084,58112
38.1017,58027,58008
38.1156,58004,58027
38.1354,58116,58151
38.1705,58149,58159
38.1779,58174,58260
38.2048,58237,58313
38.2278,58296,58343
38.2607,58230,58400
38.2708,58233,58327
38.2945,58219,58286
38.3168,58194,58241
38.3311,58174,58207
38.3585,58239,58265
38.3785,58216,58328
38.4024,58280,58383
38.4205,58313,58408
38.4532,58316,58447
38.4622,58355,58494
38.4947,58386,58542
38.5126,58385,58557
38.5467,58399,58595
38.5528,58417,58638
38.5834,58416,58643
38.6016,58476,58684
38.6215,58466,58683
38.6525,58465,58684
38.6753,58487,58691
38.6909,58488,58739
38.7057,58512,58793
38.7427,58534,58823
38.7538,58552,58859
38.7785,58552,58875
38.7974,58533,58832
38.8173,58229,58405
38.8447,58131,58162
38.8784,58036,58024
38.8883,58011,57975
38.9141,58027,57991
38.9351,58074,58050
38.9548,58119,58097
38.99,58147,58152
38.99,58175,58180
39.0246,58199,58230
39.0407,58219,58260
39.0599,58243,58243
39.0942,58211,58196
39.1075,58178,58167
39.1295,58162,58124
39.1492,58166,58159
39.171,58184,58179
39.1912,58234,58239
39.2259,58252,58272
39.2259,58264,58339
39.2607,58328,58378
39.2891,58403,58486
39.3089,58409,58477
39.3239,58389,58518
39.3532,58405,58549
39.3648,58441,58582
39.3956,58453,58604
39.4178,58450,58633
39.435,58465,58651
39.4547,58471,58667
39.4888,58488,58678
39.4968,58478,58767
39.5278,58549,58751
39.5475,58571,58790
39.5676,58577,58856
39.5945,58607,58874
39.6197,58596,58891
39.6291,58552,58838
39.6565,58420,58644
39.6868,58312,58364
39.6983,58152,58133
39.7249,58063,57922
39.7328,58089,57929
39.7665,58112,58015
39.7969,58150,58031
39.8098,58179,58082
39.8298,58184,58122
39.8515,58221,58197
39.8724,58243,58216
39.9054,58225,58237
39.9134,58288,58216
39.9482,58207,58165
39.964,58190,58182
39.9907,58230,58185
40.0033,58225,58177
40.0363,58275,58221
40.0454,58332,58277
40.076,58334,58360
40.0945,58351,58372
40.1148,58389,58471
40.1464,58435,58485
40.1565,58434,58524
40.1881,58571,58790
40.2069,58482,58633
40.2458,58491,58627
40.2468,58508,58652
40.2755,58509,58683
40.2815,58543,58706
40.316,58559,58759
40.3392,58570,58764
40.3716,58585,58793
40.3812,58622,58819
40.4061,58622,58880
40.442,58672,58910
40.4509,58690,58976
40.4765,58707,59028
40.4904,58712,59024
40.5102,58651,58954
40.5454,58517,58731
40.5527,58358,58488
40.5833,58251,58277
40.603,58194,58127
40.6293,58184,58117
40.6491,58232,58216
40.6771,58284,58244
40.6842,58317,58322
40.712,58351,58349
40.7351,58396,58417
40.7542,58389,58427
40.7821,58396,58429
40.7961,58368,58405
40.8231,58362,58373
40.8504,58360,58343
40.8751,58306,58348
40.8872,58377,58370
40.907,58408,58418
40.9446,58434,58471
40.9551,58478,58536
40.9767,58501,58537
40.9995,58496,58628
41.0105,58541,58666
41.0536,58557,58701
41.0711,58591,58728
41.0926,58593,58723
41.1135,58618,58785
41.1317,58630,58805
41.1491,58646,58838
41.1709,58654,58840
41.1912,58683,58869
41.2186,58690,58904
41.2405,58694,58922
41.2605,58722,58966
41.282,58742,59023
41.3017,58768,59011
41.3297,58747,59102
41.3515,58660,58953
41.3713,58572,58731
41.3943,58414,58522
41.421,58350,58362
41.449,58310,58313
41.455,58300,58255
41.4828,58377,58338
41.5225,58370,58407
41.5301,58444,58437
41.5528,58475,58583
41.5732,58538,58619
41.5869,58537,58636
41.6219,58539,58665
41.629,58508,58565
41.6597,58494,58540
41.6781,58474,58508
41.6981,58522,58497
41.7347,58482,58540
41.7397,58550,58539
41.7725,58574,58668
41.7889,58608,58718
41.8087,58622,58754
41.8398,58665,58865
41.8508,58670,58895
41.8788,58684,58892
41.9008,58699,58918
41.9331,58717,58930
41.9411,58741,58945
41.9689,58724,58975
41.9767,58748,58999
42.0109,58764,59023
42.034,58777,59078
42.067,58790,59086
42.0767,58829,59128
42.098,58824,59145
42.1294,58868,59190
42.1421,58853,59223
42.1639,58810,59158
42.1845,58686,58961
42.2093,58526,58672
42.2339,58292,58347
42.2608,58335,58329
42.2752,58340,58335
42.2967,58385,58392
42.3299,58428,58448
42.3369,58443,58477
42.365,58463,58517
42.3873,58513,58561
42.3994,58521,58588
42.4293,58521,58593
42.4647,58491,58481
42.4738,58465,58526
42.495,58467,58528
42.5039,58455,58532
42.5434,58505,58575
42.5615,58510,58595
42.5882,58561,58639
42.6008,58589,58690
42.6265,58609,58739
42.6642,58650,58783
42.674,58644,58819
42.6987,58693,58890
42.7176,58681,58904
42.7333,58702,58948
42.7543,58705,58968
42.782,58727,58937
42.8023,58739,58978
42.8237,58755,58986
42.8436,58762,59042
42.8653,58771,59036
42.893,58778,59084
42.9209,58772,59133
42.9348,58836,59165
42.9545,58844,59192
42.9782,58864,59201
43.0123,58788,59117
43.0283,58654,58894
43.0529,58493,58623
43.0716,58373,58432
43.0925,58315,58314
43.1017,58294,58291
43.1411,58399,58327
43.1495,58376,58415
43.1802,58440,58460
43.2003,58434,58469
43.2195,58460,58518
43.2526,58483,58524
43.2536,58504,58547
43.2879,58449,58502
43.2952,58437,58476
43.3373,58471,58472
43.3532,58381,58439
43.3788,58444,58546
43.3921,58484,58549
43.4139,58463,58556
43.4489,58532,58633
43.4614,58553,58653
43.4834,58588,58739
43.51,58594,58757
43.5173,58608,58773
43.5539,58632,58766
43.5789,58642,58841
43.5934,58647,58889
43.6154,58685,58890
43.6454,58669,58914
43.6638,58686,58951
43.6863,58725,58963
43.6983,58713,58983
43.7258,58714,59004
43.7543,58777,59028
43.776,58756,59050
43.7959,58778,59102
43.8139,58824,59120
43.8461,58803,59193
43.8577,58827,59206
43.8818,58745,59105
43.8998,58633,58896
43.9198,58452,58615
43.9537,58356,58410
43.9621,58293,58292
43.9944,58280,58240
44.0038,58296,58269
44.0382,58320,58340
44.0542,58363,58426
44.0831,58390,58451
44.0941,58409,58487
44.1288,58436,58504
44.1446,58403,58503
44.1709,58432,58482
44.1834,58404,58436
44.2088,58375,58420
44.2385,58385,58396
44.2685,58384,58431
44.2789,58420,58507
44.2957,58464,58549
44.3308,58483,58602
44.3368,58483,58633
44.366,58521,58668
44.3858,58551,58696
44.42,58558,58723
44.4211,58581,58758
44.4538,58567,58759
44.4617,58587,58788
44.4967,58623,58774
44.5201,58635,58844
44.546,58632,58893
44.5587,58648,58880
44.5811,58666,58925
44.6142,58668,58944
44.6351,58708,58962
44.6499,58695,58973
44.6725,58717,59004
44.7067,58740,59040
44.7186,58748,59082
44.7404,58804,59151
44.7624,58803,59172
44.7819,58751,59172
44.812,58705,59046
44.816,58533,58789
44.8511,58381,58562
44.8743,58283,58360
44.9061,58260,58265
44.9207,58216,58240
44.9469,58266,58313
44.9548,58330,58375
44.9805,58369,58447
45.0109,58396,58478
45.0273,58414,58487
45.0458,58451,58511
45.0666,58410,58491
45.0864,58402,58455
45.1154,58389,58413
45.1408,58371,58370
45.1698,58350,58367
45.1878,58364,58363
45.2059,58384,58450
45.2225,58401,58520
45.243,58461,58538
45.2781,58464,58576
45.2887,58489,58617
45.3158,58530,58659
45.3373,58516,58676
45.3554,58523,58694
45.3867,58541,58727
45.4,58545,58729
45.421,58556,58757
45.4485,58557,58788
45.4623,58583,58798
45.4943,58600,58833
45.5099,58605,58838
45.5318,58606,58836
45.5516,58632,58883
45.5735,58631,58932
45.5982,58657,58944
45.6233,58695,58962
45.643,58667,58973
45.6627,58521,58823
45.6847,58411,58574
45.7125,58268,58373
45.7343,58187,58225
45.7531,58177,58154
45.7678,58217,58165
45.8078,58214,58226
45.8163,58248,58264
45.8417,58283,58339
45.8594,58342,58446
45.8825,58359,58469
45.9058,58360,58458
45.9352,58338,58407
45.9412,58335,58392
45.9699,58301,58365
45.997,58307,58337
46.0168,58295,58362
46.0386,58311,58369
46.0597,58323,58424
46.0804,58363,58468
46.1071,58430,58546
46.1144,58416,58590
46.1488,58450,58611
46.156,58487,58646
46.1929,58498,58693
46.2225,58497,58683
46.2329,58498,58716
46.2534,58504,58718
46.2824,58509,58740
46.3016,58518,58748
46.3234,58597,58809
46.3436,58533,58824
46.3659,58567,58849
46.3919,58569,58853
46.4159,58630,58878
46.427,58640,58929
46.4547,58611,58964
46.4826,58630,58982
46.5091,58662,58990
46.5171,58609,58947
46.5423,58475,58753
46.5696,58220,58241
46.5873,58111,58098
46.6075,58072,58058
46.6291,58085,58066
46.6487,58089,58074
46.6765,58150,58142
46.6907,58150,58187
46.7204,58200,58225
46.7324,58210,58246
46.7672,58203,58285
46.7833,58222,58260
46.809,58199,58250
46.8303,58174,58182
46.8615,58172,58185
46.8646,58160,58164
46.8951,58204,58236
46.9061,58232,58221
46.9387,58248,58296
46.9482,58283,58339
46.9855,58305,58367
47.0052,58383,58453
47.0247,58354,58499
47.0515,58370,58505
47.0786,58367,58527
47.0873,58392,58560
47.114,58385,58547
47.1427,58407,58591
47.1626,58422,58600
47.1846,58422,58628
47.1982,58432,58642
47.2453,58428,58686
47.2503,58471,58705
47.2789,58487,58761
47.2904,58502,58772
47.3114,58520,58812
47.337,58540,58834
47.3511,58545,58882
47.3844,58586,58907
47.4067,58553,58879
47.4206,58482,58792
47.4474,58317,58556
47.4626,58070,58102
47.4899,57985,58006
47.5178,58003,57963
47.5318,58020,57951
47.5515,58030,58014
47.5886,58080,58071
47.5936,58079,58083
47.6236,58104,58112
47.6456,58119,58149
47.6637,58118,58153
47.6905,58168,58136
47.7113,58080,58103
47.733,58082,58089
47.7541,58104,58081
47.7672,58131,58109
47.802,58118,58113
47.8223,58145,58177
47.8373,58180,58212
47.8574,58184,58269
47.879,58210,58333
47.9087,58230,58355
47.9265,58265,58390
47.9543,58289,58448
47.9681,58322,58433
47.99,58332,58461
48.0248,58341,58490
48.0375,58348,58514
48.0594,58332,58510
48.0792,58333,58549
48.1019,58365,58565
48.1215,58379,58623
48.1529,58414,58620
48.17,58421,58665
48.1926,58415,58658
48.2199,58414,58688
48.2482,58440,58735
48.2532,58476,58797
48.2799,58494,58799
48.3046,58519,58854
48.3235,58498,58827
48.3513,58409,58720
48.3573,58155,58257
48.3921,57977,58046
48.4078,57932,57924
48.4386,57991,57967
48.4563,57987,57983
48.4763,58035,58019
48.5029,58021,58109
48.5269,58069,58131
48.5383,58098,58150
48.5659,58099,58139
48.5932,58134,58187
48.6081,58073,58134
48.6349,58091,58116
48.6496,58074,58102
48.6916,58081,58095
48.6976,58076,58091
48.7234,58088,58129
48.7413,58120,58144
48.7609,58157,58190
48.7862,58172,58251
48.8096,58196,58273
48.8302,58209,58316
48.8533,58236,58357
48.8862,58268,58371
48.8997,58281,58402
48.9237,58259,58407
48.9341,58256,58435
48.9624,58263,58437
48.9899,58293,58475
49.015,58294,58512
49.024,58286,58522
49.0496,58365,58565
49.0751,58337,58588
49.1032,58375,58634
49.1143,58390,58643
49.1386,58413,58688
49.1642,58424,58721
49.1839,58421,58741
49.2052,58351,58665
49.225,58236,58461
49.2491,58070,58217
49.2857,57985,58033
49.3008,57894,57884
49.3175,57949,57911
49.3382,57979,57966
49.3602,57997,58026
49.3712,58041,58059
49.4061,58063,58092
49.4219,58089,58151
49.4472,58082,58182
49.4691,58082,58163
49.4893,58058,58125
49.5209,58023,58058
49.531,58044,58063
49.5584,58037,58089
49.5726,58056,58112
49.6134,58089,58163
49.6144,58113,58226
49.648,58121,58245
49.6668,58177,58308
49.6874,58187,58341
49.718,58203,58373
49.7319,58261,58426
49.7539,58201,58389
49.774,58247,58458
49.7955,58238,58467
49.8232,58285,58489
49.8509,58293,58498
49.866,58289,58560
49.8859,58276,58522
49.9192,58316,58563
49.9266,58375,58593
49.9565,58355,58630
49.9614,58343,58663
49.997,58393,58685
50.0192,58390,58775
50.0445,58421,58784
50.0583,58443,58798
50.0807,58390,58806
50.1222,58330,58673
50.1282,58142,58387
50.1555,57992,58128
50.1627,57896,58002
50.1939,57841,57799
50.2045,57874,57864
50.2401,57911,57913
50.246,57937,57990
50.2821,57961,58025
50.3046,57987,58018
50.3348,58018,58057
50.3434,57998,58054
50.3728,57987,58049
50.3918,57981,58026
50.4279,57952,57988
50.4354,57933,57986
50.4618,57977,57984
50.483,58006,58030
50.5019,58020,58078
50.5348,58051,58114
50.5447,58067,58161
50.5725,58100,58210
50.5908,58119,58236
50.617,58155,58282
50.6281,58166,58297
50.6608,58169,58316
50.6778,58193,58349
50.7051,58199,58361
50.725,58202,58411
50.7389,58213,58427
50.7688,58223,58442
50.789,58237,58451
50.8092,58237,58470
50.8291,58264,58519
50.8512,58273,58557
50.8787,58293,58575
50.9008,58330,58626
50.9129,58343,58631
50.9414,58335,58658
50.9637,58362,58707
50.991,58381,58716
51.0209,58400,58781
51.0308,58409,58792
51.0536,58372,58774
51.0872,58267,58603
51.0969,57957,58083
51.1184,57851,57900
51.1357,57808,57826
51.1625,57835,57820
51.1895,57858,57881
51.2133,57914,57913
51.2327,57930,57942
51.2473,57960,57978
51.286,57982,58027
51.2956,57980,58057
51.3165,57964,58041
51.3384,57952,57967
51.3625,57920,57961
51.399,57918,57949
51.4101,57906,57940
51.4343,57966,57952
51.4519,57949,58003
51.4727,58001,58056
51.4898,58024,58091
51.5101,58084,58135
51.5375,58062,58162
51.5612,58086,58191
51.579,58120,58280
51.6008,58152,58295
51.6207,58154,58288
51.6507,58155,58302
51.6632,58161,58341
51.6956,58150,58394
51.7133,58193,58365
51.7332,58193,58411
51.766,58204,58412
51.767,58213,58467
51.8049,58222,58477
51.8155,58257,58543
51.8433,58293,58554
51.8708,58300,58570
51.8903,58307,58570
51.9132,58327,58624
51.9354,58354,58656
51.9543,58349,58675
51.9822,58355,58685
52.0055,58337,58692
52.0266,58110,58334
52.0423,57954,58069
52.0733,57857,57905
52.0864,57832,57831
52.1078,57821,57818
52.1279,57852,57844
52.1488,57892,57907
52.1773,57924,57954
52.1983,57929,57994
52.219,57964,58022
52.2387,58004,58038
52.2606,57978,58064
52.2874,57954,58007
52.3012,57909,57972
52.3302,57891,57944
52.3508,57902,57953
52.3718,57909,57955
52.4027,57925,57991
52.4127,57970,58048
52.4424,58013,58085
52.4543,58064,58160
52.4832,58071,58184
52.5104,58120,58217
52.5248,58120,58244
52.5555,58116,58279
52.5656,58119,58286
52.5955,58130,58304
52.6005,58122,58302
52.6381,58140,58358
52.6578,58151,58371
52.6849,58172,58390
52.7042,58196,58394
52.7252,58216,58455
52.7667,58213,58459
52.7739,58230,58485
52.7916,58238,58533
52.8016,58270,58561
52.8404,58275,58596
52.8434,58291,58617
52.8915,58295,58628
52.9064,58235,58556
52.924,57937,58087
52.948,57820,57872
52.9667,57765,57767
52.9832,57737,57730
53.0239,57770,57752
53.0239,57798,57759
53.0565,57815,57825
53.0801,57848,57855
53.0998,57865,57872
53.1217,57888,57927
53.1416,57905,57945
53.1764,57912,57895
53.1842,57834,57857
53.2102,57832,57829
53.234,57843,57817
53.2525,57872,57837
53.2766,57865,57848
53.2943,57904,57922
53.3363,57908,57958
53.3401,57952,58026
53.3524,57991,58068
53.3877,57976,58085
53.4069,58037,58162
53.4279,58074,58150
53.4693,58043,58176
53.4791,58069,58172
53.5037,58079,58213
53.5288,58072,58227
53.5407,58080,58227
53.5651,58095,58257
53.58,58107,58292
53.5998,58128,58308
53.6297,58161,58351
53.6419,58150,58377
53.6739,58173,58442
53.6928,58180,58477
53.7129,58208,58455
53.7569,58227,58446
53.7662,58245,58528
53.7836,58276,58562
53.7952,58247,58581
53.8268,58220,58497
53.8363,58047,58297
53.8779,57897,58042
53.8917,57777,57824
53.9226,57720,57714
53.9396,57720,57648
53.9582,57725,57679
53.974,57762,57723
54.0009,57766,57744
54.0104,57791,57790
54.0445,57805,57808
54.073,57842,57827
54.0873,57838,57846
54.1072,57835,57839
54.1437,57798,57815
54.1487,57808,57781
54.1777,57812,57786
54.1915,57818,57810
54.2255,57852,57856
54.2411,57872,57888
54.2745,57893,57942
54.2806,57961,58008
54.3084,57962,58080
54.3316,57987,58102
54.3507,58007,58114
54.3784,58010,58146
54.3925,58036,58173
54.4261,58045,58191
54.4399,58035,58221
54.4618,58050,58240
54.4817,58081,58239
54.5044,58091,58317
54.5234,58120,58357
54.5534,58115,58385
54.5657,58151,58419
54.5944,58156,58447
54.6214,58196,58476
54.6414,58207,58518
54.6634,58224,58541
54.6771,58228,58571
54.7141,58258,58604
54.725,58251,58642
54.7529,58312,58685
54.7739,58319,58743
54.7872,58317,58751
54.8182,58230,58639
54.8292,58109,58442
54.8599,57984,58246
54.8712,57879,58088
54.9047,57827,57985
54.9346,57812,57993
54.9477,57838,58015
54.9683,57883,58036
54.9964,57894,58097
55.0164,57902,58137
55.0303,57904,58135
55.0581,57900,58170
55.0807,57933,58150
55.1033,57945,58132
55.1142,57892,58107
55.1459,57934,58098
55.1559,57914,58123
55.1901,57929,58159
55.2134,58013,58214
55.2328,57964,58270
55.2529,58018,58301
55.2836,58061,58319
55.2951,58076,58406
55.3241,58069,58420
55.3291,58104,58428
55.3709,58101,58435
55.3868,58126,58475
55.4063,58123,58490
55.426,58197,58542
55.4662,58155,58612
55.4682,58176,58569
55.5013,58198,58645
55.519,58210,58663
55.5382,58230,58702
55.5659,58261,58751
55.5857,58266,58781
55.6075,58277,58776
55.6274,58296,58805
55.6601,58313,58896
55.6704,58354,58913
55.6975,58357,58922
55.7185,58364,58971
55.7326,58358,58988
55.7663,58352,58979
55.7802,58269,58870
55.8021,58155,58681
55.8219,58064,58500
55.8438,57983,58421
55.8828,57965,58334
55.8948,58002,58386
55.9205,58009,58410
55.937,58030,58446
55.955,58047,58489
55.9827,58059,58514
56.0107,58093,58553
56.028,58084,58539
56.045,58098,58521
56.0649,58067,58487
56.0958,58056,58474
56.1073,58082,58485
56.1385,58072,58492
56.1587,58099,58541
56.1792,58141,58571
56.1995,58177,58618
56.2258,58160,58649
56.2369,58193,58706
56.2672,58223,58724
56.2883,58229,58762
56.3087,58265,58778
